1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1.8460030677214617e-05,0.0001594275376668535,0.0009834161797134331,0.005848473355462994,0.018045519079280797,0.040445927213777225,0.07576332226850283,0.11204735165687166,0.1438237771907861,0.1571049301707385,0.14463098398676247,0.11582830157648662,0.08197428349908203,0.050729842485592785,0.028119661275218918,0.014335052913160659,0.006340181445319711,0.0025072078028871487,0.000953208856787082,0.00023326766037571196,7.384012270885847e-05,2.852913831933168e-05,5.034553821058532e-06
