0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,28,29,33
4.606950352431702e-05,0.0011210245857583808,0.009689952241281347,0.046253781538414286,0.09134046898754587,0.13183556258542053,0.1554538613922204,0.15387214177121886,0.12960886991507856,0.10110720373470108,0.07186842549793455,0.04669912007248268,0.02893164821327109,0.015771126706491192,0.008645710161396827,0.004207681321887621,0.0020577711574194936,0.0008292510634377064,0.0004606950352431702,0.00010749550822340638,3.071300234954468e-05,1.535650117477234e-05,1.535650117477234e-05,1.535650117477234e-05,1.535650117477234e-05
