1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1.845968991077257e-05,0.00015942459468394493,0.0009833980261557025,0.005848365394458401,0.018053576732735575,0.04045189320901571,0.07576360185469538,0.112046961451133,0.14382112224845736,0.1571020300624441,0.1446283141436466,0.11582616342195663,0.08197277027922799,0.050728906028431275,0.028119142194991384,0.014334788292529028,0.006340064407536252,0.0025071615206085657,0.0009531912608471655,0.00023326335432703523,7.383875964309029e-05,2.8528611680284883e-05,5.034460884756156e-06
