,a,ä,ɑ,ɒ,æ,b,ḇ,β,c,č,ɔ,ɕ,ç,d,ḏ,,ḍ,,ð,e,ə,ɚ,ɛ,ɝ,f,g,ḡ,h,ʰ,ḥ,ḫ,ẖ,i,ɪ,ỉ,ɨ,j,,ʲ,ǰ,k,ḳ,ḵ,l,ḷ,ɬ,ɫ,m,n,ŋ,ṇ,ɲ,ɴ,o,ŏ,ɸ,θ,p,p̅,þ,,q,r,ɹ,ɾ,ʀ,ʁ,ṛ,s,š,ś,,,ṣ,,ʃ,t,ṭ,,ṯ,,ʨ,tʂ,u,ʊ,ŭ,ü,v,ʌ,ɣ,w,ʍ,x,χ,y,,ʸ,ʎ,z,ẓ,,ž,ʒ,’,‘,ʔ,ʕ,,$
e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08955067920585162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9104493207941484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ə,7.503188855263487e-05,0.0,0.00027511692469299454,0.00012505314758772478,0.00010004251807017983,0.03451466873421204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03416451992096641,0.0,0.0,0.0,0.0,0.00027511692469299454,0.0005252232198684441,0.0007753295150438937,0.0,0.00027511692469299454,0.0,0.011129730135307506,0.0,0.0,0.0026261160993422206,0.0,0.0,0.0,0.0,0.0,0.00032513818372808444,0.0,0.0,0.00020008503614035966,0.0,0.0,0.0,0.012730410424430382,0.0,0.0,0.151314308581147,0.0,0.0,0.0,0.045044143761098464,0.21026436235400045,0.0003501488132456294,0.0,0.0,0.0,0.0,0.0,0.0,0.0015756696596053322,0.012280219093114574,0.0,0.0,0.0,0.0,0.00012505314758772478,0.09076357451917065,0.0,0.0,0.0,0.0,0.08943801115474076,0.0,0.0,0.0,0.0,0.0,0.0,0.0025510842107895858,0.028136958207238078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15666658329790162,0.0,0.0,0.005277242828201986,7.503188855263487e-05,0.0,0.003976690093289648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07573218617912612,0.0,0.0,0.0,0.00010004251807017983,0.0,0.0,0.0,0.0,0.0,0.02821199009579071
ɚ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ɛ,8.751969193068441e-05,0.0,8.751969193068441e-05,0.0,8.751969193068441e-05,0.006914055662524068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07789252581830912,0.0,0.0,0.0,0.0,0.004551023980395589,0.00017503938386136881,0.004200945212672852,0.0,0.0,0.0,0.012952914405741292,0.0,0.0,0.001312795378960266,0.0,0.0,0.0,0.0,8.751969193068441e-05,0.000875196919306844,0.0,0.0,0.0029756695256432696,0.0,0.0,0.0,0.15666024855592509,0.0,0.0,0.09399614913355504,0.0,0.0,0.0,0.06266409942237003,0.23429021529844216,0.0024505513740591634,0.0,0.0,0.0,0.0,0.0,0.0,0.006213898127078592,0.03728338876247156,0.0,0.0,0.0,0.0,0.0,0.04200945212672851,0.0,0.0,0.0,0.0,0.10703658323122703,0.0,0.0,0.0,0.0,0.0,0.0,0.01654122177489935,0.07885524242954665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.751969193068441e-05,0.0,0.0,0.019341851916681252,0.0,0.0,0.0007001575354454753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022755119901977944,0.0,0.0,0.0,0.0028881498337125855,0.0,0.0,0.0,0.0,0.0,0.004025905828811483
ɝ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f,0.07966634429400386,0.0,0.017408123791102514,0.022364603481624758,0.03288201160541586,0.0032640232108317214,0.0,0.0,0.0,0.0,0.06443423597678917,0.0,0.0,0.0030222437137330752,0.0,0.0,0.0,0.0,0.0008462282398452611,0.026958413926499034,0.12197775628626692,0.0,0.044366537717601545,0.0,0.00024177949709864604,0.0,0.0,0.0013297872340425532,0.0,0.0,0.0,0.0,0.03554158607350097,0.13225338491295938,0.0,0.0,0.01970502901353965,0.0,0.0,0.0,0.0018133462282398452,0.0,0.0,0.1029980657640232,0.0,0.0,0.0,0.005681818181818182,0.004593810444874275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024177949709864605,0.00036266924564796907,0.0,0.0,0.0,0.0,0.0,0.08123791102514506,0.0,0.0,0.0,0.0,0.016561895551257252,0.0,0.0,0.0,0.0,0.0,0.0,0.00048355899419729207,0.04654255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.004352030947775629,0.011847195357833656,0.0,0.0,0.00036266924564796907,0.0168036750483559,0.0,0.00036266924564796907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004714700193423598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09260154738878143
g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ḡ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h,0.13649592549476136,0.0,0.0681024447031432,0.07275902211874273,0.11874272409778813,0.005238649592549476,0.0,0.0,0.0,0.0,0.0570430733410943,0.0,0.0,0.006402793946449359,0.0,0.0,0.0,0.0,0.0,0.04976717112922002,0.09458672875436554,0.0,0.1362048894062864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044819557625145515,0.06431897555296857,0.0,0.0,0.024447031431897557,0.0,0.0,0.0,0.0002910360884749709,0.0,0.0,0.006111757857974389,0.0,0.0,0.0,0.002910360884749709,0.002037252619324796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011641443538998836,0.0,0.0,0.0,0.0,0.0,0.004365541327124563,0.0,0.0,0.0,0.0,0.0034924330616996507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004074505238649592,0.0,0.0,0.0,0.0,0.0,0.0,0.016880093131548313,0.01979045401629802,0.0,0.0,0.0,0.05587892898719441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005820721769499418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034924330616996507
ʰ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ḥ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ḫ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ẖ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,0.00020817069997397866,0.0,0.00036429872495446266,0.0009888108248763986,0.0019255789747593026,0.003590944574551132,0.0,0.0,0.0,0.0,5.2042674993494666e-05,0.0,0.0,0.03002862347124642,0.0,0.0,0.0,0.0,0.0011969815248503773,0.0024460057246942493,0.09836065573770492,0.0,0.001717408274785324,0.0,0.006193078324225865,0.0,0.0,0.0016133229247983346,0.0,0.0,0.0,0.0,0.0,0.0070778037991152745,0.0,0.0,0.00078064012490242,0.0,0.0,0.0,0.022014051522248244,0.0,0.0,0.017434296122820714,0.0,0.0,0.0,0.015456674473067917,0.03622170179547229,0.00026021337496747333,0.0,0.0,0.0,0.0,0.0,0.0,0.0019255789747593026,0.013583138173302109,0.0,0.0,0.0,0.0,0.0,0.0011969815248503773,0.0,0.0,0.0,0.0,0.01706999739786625,0.0,0.0,0.0,0.0,0.0,0.0,0.0031746031746031746,0.034192037470725994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014676034348165496,0.00010408534998698933,0.0,0.0016653655997918293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04215456674473068,0.0,0.0,0.0,0.0004163413999479573,0.0,0.0,0.0,0.0,0.0,0.6219099661722612
ɪ,0.000365528885485022,0.0,0.0006962454961619467,0.004194879114375729,0.0034638213434056847,0.013785660824006545,0.0,0.0,0.0,0.0,0.000574402534333606,0.0,0.0,0.08462864005848462,0.0,0.0,0.0,0.0,0.001670989190788672,0.006179178778437277,0.034290090685975876,0.0,0.0007658700457781414,0.0,0.024229343266435745,0.0,0.0,0.0025064837861830083,0.0,0.0,0.0,0.0,0.000365528885485022,0.005848462167760352,0.0,0.0,0.0006266209465457521,0.0,0.0,0.0,0.07561226088318741,0.0,0.0,0.05451602234948043,0.0,0.0,0.0,0.037545038380532976,0.10210440201214949,0.12029381559938034,0.0,0.0,0.0,0.0,0.0,0.0,0.002315016274738473,0.028772345128892447,0.0,0.0,0.0,0.0,5.2218412212146e-05,0.010739586778298027,0.0,0.0,0.0,0.0,0.08156515987537205,0.0,0.0,0.0,0.0,0.0,0.0,0.04271466118953543,0.11529825416441837,0.0,0.0,0.0,0.0,0.0,0.0,1.740613740404867e-05,1.740613740404867e-05,0.0,0.0,0.031801013037196915,0.00024368592365668135,0.0,0.001932081251849402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07589075908165219,0.0,0.0,0.0,0.0014098971297279422,0.0,0.0,0.0,0.0,0.0,0.03296722424326818
ỉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ɨ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0021250758955676987,0.0,0.01366120218579235,0.007589556769884639,0.009107468123861567,0.0,0.0,0.0,0.0,0.0,0.0588949605343048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009107468123861566,0.020036429872495445,0.0,0.01153612629022465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006071645415907711,0.0030358227079538553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015179113539769277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006071645415907711,0.0,0.0,0.0,0.0,0.0,0.0,0.6508803885853066,0.19672131147540983,0.0,0.0,0.0,0.004553734061930784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012750455373406194
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ʲ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ǰ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k,0.013453685794111325,0.0,0.019987105093488073,0.04736728992048141,0.04083387062110466,0.0036105738233397806,0.0,0.0,0.0,0.0,0.01800988609499248,0.0,0.0,0.0027509133892112615,0.0,0.0,0.0,0.0,0.0,0.032967977648828715,0.13436492585428755,0.0,0.005759724908661079,0.0,0.001977218998495594,0.0,0.0,0.002407049215559854,0.0,0.0,0.0,0.0,0.019342359767891684,0.04500322372662798,0.0,0.0,0.023769611003653556,0.0,0.0,0.0,0.000988609499247797,0.0,0.0,0.055405114979583066,0.0,0.0,0.0,0.002621964324091984,0.005931656995486783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004298302170642596,0.0021061680636148723,0.0,0.0,0.0,0.0,4.298302170642596e-05,0.06632280249301525,0.0,0.0,0.0,0.0,0.0971846120782291,0.0,0.0,0.0,0.0,0.0,0.0,0.01616161616161616,0.07277025574897915,0.0,0.0,0.0,0.0,0.0,0.0,0.006533419299376746,0.0016763378465506126,0.0,0.0,0.0008166774124220932,0.02660649043627767,0.0,0.03877068557919622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010315925209542231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19299376746185257
ḳ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ḵ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l,0.048180686220254565,0.0,0.010998893193137797,0.023519645821804096,0.035037354731599336,0.004703929164360819,0.0,0.0,0.0,0.0,0.012105700055340344,0.0,0.0,0.04022551189817377,0.0,0.0,0.0,0.0,3.458771444382955e-05,0.04164360819037078,0.0894092418372994,0.0,0.02628666297731046,0.0,0.00615661317100166,0.0,0.0,0.0014180962921970116,0.0,0.0,0.0,0.0,0.11849750968456005,0.12001936912008855,0.0,0.0,0.0028707802988378528,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.00048422800221361375,0.0,0.0,0.0,0.006848367459878251,0.00460016602102933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010722191477587162,0.004288876591034865,0.0,0.0,0.0,0.0,0.0,0.002386552296624239,0.0,0.0,0.0,0.0,0.006640841173215274,0.0,0.0,0.0,0.0,0.0,0.0,0.001314333148865523,0.02168649695628113,0.0,0.0,0.0,0.0,0.0,0.0,0.01777808522412839,0.0007609297177642501,0.0,0.0,0.0049460431654676255,0.018366076369673492,0.0,0.0018331488655229662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04524073049252905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2734504703929164
ḷ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ɬ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
